,时间,识别号,胜负退,阵线,数量
837,93000180,383005,B,139500,1000
838,93000180,383031,S,150000,1000
839,93000180,383132,B,0,500
840,93000180,383167,B,138200,1500
841,93000180,383232,B,163200,4200
842,93000180,383279,B,142700,200
843,93000180,383322,S,140000,400
844,93000180,383347,B,140200,1000
845,93000180,383351,B,140500,3000
846,93000180,383418,B,141500,1000
847,93000180,383545,B,140000,100
848,93000180,383587,B,140000,1000
849,93000180,383590,S,139000,1000
850,93000180,383605,B,140300,900
851,93000180,383632,B,140000,100
852,93000180,383701,B,140300,10700
853,93000180,383728,B,130000,1500
854,93000180,383771,B,140100,400
855,93000180,383797,S,163200,100
856,93000180,383829,B,160000,1500
857,93000180,383835,B,140400,300
858,93000180,383877,S,140000,1000
859,93000180,383911,B,140800,1000
860,93000180,383919,S,139400,6000
861,93000180,384068,S,137200,300
862,93000190,281849,C,142800,500
863,93000190,384284,S,139900,800
864,93000190,384297,S,160000,2300
865,93000190,384299,B,138900,300
866,93000190,384337,B,140000,2000
867,93000190,384361,B,141500,200
868,93000190,384398,B,142800,2000
869,93000190,384416,S,139800,1000
870,93000190,384570,B,130000,100
871,93000190,384691,B,140000,500
872,93000190,384729,S,108800,200
873,93000190,384730,B,139800,1000
874,93000190,384764,B,139600,1000
875,93000190,384798,B,141000,100
876,93000190,384895,S,163200,500
877,93000190,384921,B,140000,5000
878,93000190,384995,B,140000,9600
879,93000190,385013,S,139500,200
880,93000190,385025,S,139900,1200
881,93000190,385035,B,145500,1300
882,93000190,385035,C,145500,1300
883,93000190,385095,S,139900,2300
884,93000190,385115,B,133600,300
885,93000190,385168,B,139200,1000
886,93000190,385357,S,163200,7800
887,93000190,385360,B,140200,300
888,93000190,385443,B,140000,4500
889,93000190,385483,B,142000,8000
890,93000190,385562,S,139900,3800
891,93000190,385564,S,139900,100
892,93000190,385568,B,140800,1400
893,93000190,385583,S,139000,100
894,93000190,385658,B,140000,2000
895,93000190,385747,B,140300,200
896,93000200,35765,C,121000,500
897,93000200,52544,C,112600,100
898,93000200,272414,C,140800,200
899,93000200,284936,C,140700,12800
900,93000200,293051,C,140500,500
901,93000200,295952,C,143000,10000
902,93000200,385812,B,140000,2300
903,93000200,385826,S,139800,400
904,93000200,385882,B,140000,1000
905,93000200,385909,S,160000,4200
906,93000200,385919,B,136200,200
907,93000200,385949,S,139900,700
908,93000200,385998,B,140000,200
909,93000200,386013,B,140900,100
910,93000200,386028,S,142800,5100
911,93000200,386067,B,128000,1000
912,93000200,386254,B,140900,3400
913,93000200,386304,B,140100,3600
914,93000200,386350,B,140000,1000
915,93000200,386357,B,140000,1000
916,93000200,386401,B,141000,400
917,93000200,386453,B,140000,200
918,93000200,386607,B,142300,1200
919,93000200,386632,B,139800,100
920,93000200,386676,B,140600,200
921,93000200,386717,B,141000,1000
922,93000200,386736,S,139900,100
923,93000200,386809,B,140200,200
924,93000200,386859,B,140400,5700
925,93000200,386874,S,146800,2000
926,93000200,386893,S,139800,2500
927,93000200,386912,B,140100,2000
928,93000200,387146,B,139000,800
929,93000200,387176,B,139900,800
930,93000200,387278,B,142700,700
931,93000200,387327,B,142700,1200
932,93000200,387335,S,136000,100
933,93000200,387347,B,141000,2400
934,93000200,387401,B,140300,100
935,93000200,387418,B,140000,100
936,93000200,387445,B,141000,1100
937,93000200,387452,B,141800,700
938,93000200,387461,B,137100,800
939,93000210,255012,C,149000,500
940,93000210,387517,S,137300,100
941,93000210,387558,B,141000,6400
942,93000210,387570,B,136200,300
943,93000210,387720,B,140000,300
944,93000210,387734,B,144400,1000
945,93000210,387737,B,140500,500
946,93000210,387758,S,139900,500
947,93000210,387760,B,139500,100
948,93000210,387829,B,140200,400
949,93000210,387863,B,140000,200
950,93000210,387875,B,140000,200
951,93000210,387945,B,142600,300
952,93000210,387951,S,141800,500
953,93000210,387966,B,140000,3000
954,93000210,388257,B,138500,1200
955,93000210,388262,S,149600,1000
956,93000210,388324,S,139800,400
957,93000210,388399,B,142000,700
958,93000210,388444,B,140000,400
959,93000210,388480,B,140400,2000
960,93000210,388531,B,141400,1100
961,93000210,388546,S,162800,21400
962,93000210,388649,B,142700,100
963,93000210,388674,B,140000,2900
964,93000210,388767,B,142000,300
965,93000210,388792,B,140400,600
966,93000210,388824,B,140300,1100
967,93000210,388849,S,139700,800
968,93000210,388863,S,139900,6000
969,93000210,388886,S,139800,200
970,93000210,388918,B,140000,200
971,93000210,389048,S,150100,2200
972,93000210,389077,B,139000,5000
973,93000220,206161,C,163200,7500
974,93000220,224349,C,150000,100
975,93000220,251104,C,148100,1900
976,93000220,283185,C,141000,300
977,93000220,304401,C,142800,3500
978,93000220,389118,B,142700,300
979,93000220,389156,B,140000,2000
980,93000220,389179,B,139900,200
981,93000220,389222,B,140000,300
982,93000220,389232,B,140300,1500
983,93000220,389274,B,140000,100
984,93000220,389321,S,140000,5000
985,93000220,389324,S,137300,100
986,93000220,389344,B,140200,3500
987,93000220,389435,B,141700,200
988,93000220,389469,B,140000,200
989,93000220,389511,B,141000,1800
990,93000220,389537,B,140000,100
991,93000220,389737,S,139900,500
992,93000220,389902,B,139000,1000
993,93000220,389944,S,139000,700
994,93000220,390016,B,125000,1600
995,93000220,390026,B,140500,100
996,93000220,390038,B,136500,1000
997,93000220,390043,B,140100,1000
998,93000220,390059,B,141000,100
999,93000220,390077,B,140000,100
1000,93000220,390191,B,140400,200
1001,93000220,390196,B,140500,500
1002,93000220,390227,B,140200,500
1003,93000220,390321,B,141000,3000
1004,93000220,390423,S,163200,700
1005,93000220,390472,B,142500,100
1006,93000220,390480,B,142000,16500
1007,93000220,390512,B,140900,100
1008,93000220,390526,S,141000,400
1009,93000220,390645,B,140000,1500
1010,93000220,390770,B,139600,2000
1011,93000230,201545,C,145000,3200
1012,93000230,234594,C,147100,5000
1013,93000230,241584,C,149800,1000
1014,93000230,258630,C,141000,5000
1015,93000230,359619,C,146000,3600
1016,93000230,390853,S,137300,400
1017,93000230,390880,B,139000,1200
1018,93000230,390887,B,140000,5000
1019,93000230,390890,B,142000,500
1020,93000230,390901,B,133000,100
1021,93000230,391025,B,140000,300
1022,93000230,391080,B,141000,600
1023,93000230,391235,S,139900,500
1024,93000230,391271,B,140000,200
1025,93000230,391435,B,140400,100
1026,93000230,391461,B,140000,2500
1027,93000230,391470,B,139900,600
1028,93000230,391536,B,139600,700
1029,93000230,391653,S,137000,200
1030,93000230,391664,B,140200,3300
1031,93000230,391669,S,139800,500
1032,93000230,391736,B,141800,800
1033,93000230,391866,B,140100,3600
1034,93000230,391895,B,136200,400
1035,93000230,391946,B,135000,700
1036,93000230,392018,B,140000,500
1037,93000230,392043,B,140500,100
1038,93000230,392129,B,140000,100
1039,93000230,392156,B,140000,500
1040,93000230,392191,S,139900,500
1041,93000230,392199,B,141300,2000
1042,93000230,392205,S,139900,500
1043,93000230,392211,S,163200,200
1044,93000230,392239,S,139000,700
1045,93000230,392342,B,142800,200
1046,93000230,392400,B,140500,1700
1047,93000230,392408,B,140100,500
1048,93000230,392474,B,142300,300
1049,93000230,392517,S,141600,45600
1050,93000230,392534,B,140000,1000
1051,93000230,392571,B,141000,200
1052,93000230,392577,B,140200,3000
1053,93000230,392661,B,138700,200
1054,93000230,392688,B,140100,200
1055,93000240,308087,C,140000,1200
1056,93000240,392702,B,142100,9800
1057,93000240,392744,B,142100,2100
1058,93000240,392757,S,148800,3300
1059,93000240,392760,B,142100,2100
1060,93000240,392794,B,141000,100
1061,93000240,392830,B,138100,1000
1062,93000240,392831,B,140000,500
1063,93000240,392883,B,138300,500
1064,93000240,392921,B,142800,100
1065,93000240,392931,B,142500,100
1066,93000240,392948,B,141000,1400
1067,93000240,392966,B,142700,300
1068,93000240,392970,S,139100,1300
1069,93000240,392994,B,138000,1500
1070,93000240,392996,B,123300,2000
1071,93000240,393000,B,135100,300
1072,93000240,393012,B,140200,100
1073,93000240,393105,B,139100,1200
1074,93000240,393185,B,140000,3100
1075,93000240,393192,B,136200,4000
1076,93000240,393195,B,141800,25600
1077,93000240,393217,B,140400,1000
1078,93000240,393236,B,140000,500
1079,93000240,393243,B,140300,300
1080,93000240,393387,S,139800,500
1081,93000240,393406,S,139000,800
1082,93000240,393485,B,140200,100
1083,93000240,393535,S,163000,5000
1084,93000240,393553,B,135800,200
1085,93000240,393586,B,140000,100
1086,93000240,393592,B,139100,1900
1087,93000240,393628,B,139100,700
1088,93000240,393688,B,140300,100
1089,93000240,393700,B,141000,100
1090,93000240,393740,B,141200,1000
1091,93000240,393795,B,140000,1000
1092,93000240,393847,B,138800,100
1093,93000240,393915,B,140000,1700
1094,93000240,393918,B,140500,1000
1095,93000240,393957,B,140000,1800
1096,93000240,393984,B,140000,700
1097,93000240,393989,S,156000,2000
1098,93000240,394019,B,140000,8600
1099,93000240,394023,B,138000,30000
1100,93000240,394074,B,163200,400
1101,93000240,394081,B,142800,100
1102,93000240,394089,S,150000,200
1103,93000240,394158,B,138100,4300
1104,93000240,394170,B,140000,300
1105,93000240,394203,B,141100,500
1106,93000250,81941,C,138000,3000
1107,93000250,166434,C,150000,2700
1108,93000250,193634,C,150000,1300
1109,93000250,275766,C,142000,800
1110,93000250,394253,B,140500,700
1111,93000250,394309,S,160000,10000
1112,93000250,394326,B,140000,2000
1113,93000250,394368,B,140700,600
1114,93000250,394379,B,140100,2000
1115,93000250,394504,S,139100,3300
1116,93000250,394533,B,131800,8000
1117,93000250,394546,B,139000,2200
1118,93000250,394568,B,139300,2000
1119,93000250,394620,S,154500,900
1120,93000250,394647,S,139600,900
1121,93000250,394686,B,138600,500
1122,93000250,394692,S,139000,100
1123,93000250,394728,B,140000,200
1124,93000250,394745,S,159800,24400
1125,93000250,394794,B,140000,100
1126,93000250,394977,S,152000,400
1127,93000250,395014,B,140000,200
1128,93000250,395025,B,141500,800
1129,93000250,395064,S,138000,500
1130,93000250,395070,B,141000,1700
1131,93000250,395105,S,139900,2000
1132,93000250,395401,B,140100,15000
1133,93000250,395421,B,130800,2400
1134,93000250,395437,B,140900,206500
1135,93000250,395616,B,150000,500
1136,93000250,395627,B,140000,2000
1137,93000250,395660,S,136000,8900
1138,93000250,395680,B,140100,300
1139,93000250,395703,B,140000,800
1140,93000250,395741,B,163200,700
1141,93000250,395764,B,140000,100
1142,93000250,395792,B,140000,4400
1143,93000260,227933,C,163200,2000
1144,93000260,254587,C,146000,1000
1145,93000260,395846,B,140000,1200
1146,93000260,395848,S,141000,500
1147,93000260,395864,B,135000,100
1148,93000260,395928,B,140000,100
1149,93000260,395958,S,143100,300
1150,93000260,396013,B,140100,1500
1151,93000260,396036,B,142800,2000
1152,93000260,396090,B,0,1500
1153,93000260,396139,B,140200,300
1154,93000260,396163,B,140000,1000
1155,93000260,396176,B,138100,700
1156,93000260,396190,S,162500,600
1157,93000260,396222,S,142000,3000
1158,93000260,396264,B,140400,700
1159,93000260,396312,B,130800,800
1160,93000260,396436,B,139000,1000
1161,93000260,396472,B,136500,2300
1162,93000260,396554,S,139800,10000
1163,93000260,396580,B,140600,1400
1164,93000260,396598,B,140000,5000
1165,93000260,396601,B,140000,100
1166,93000260,396652,B,140300,7900
1167,93000260,396674,B,140000,3000
1168,93000260,396747,B,142700,5200
1169,93000260,396791,B,141100,700
1170,93000260,396820,B,140000,1400
1171,93000260,396823,B,140100,11700
1172,93000260,396870,B,141000,100
1173,93000260,396875,B,117000,1700
1174,93000260,396915,B,137200,700
1175,93000260,396977,B,137500,1000
1176,93000260,397045,B,142000,100
1177,93000260,397060,B,139000,500
1178,93000260,397102,B,140000,300
1179,93000260,397108,B,124600,1100
1180,93000260,397169,B,140800,300
1181,93000260,397275,S,139700,8000
1182,93000260,397309,B,141100,500
1183,93000260,397344,B,140000,1000
1184,93000260,397408,S,163200,100
1185,93000260,397518,S,150000,100
1186,93000270,391895,C,136200,400
1187,93000270,397580,B,136000,100
1188,93000270,397690,S,139100,3800
1189,93000270,397714,B,140000,1000
1190,93000270,397748,B,140000,300
1191,93000270,397842,B,139500,1000
1192,93000270,397851,B,142100,20300
1193,93000270,397855,S,139900,100
1194,93000270,397877,B,140400,200
1195,93000270,397947,B,141500,500
1196,93000270,397988,B,140200,300
1197,93000270,398046,B,141500,300
1198,93000270,398124,B,136800,100
1199,93000270,398185,B,140200,100
1200,93000270,398190,B,140500,10300
1201,93000270,398197,B,136200,100
1202,93000270,398263,S,142000,1300
1203,93000270,398272,B,139900,200
1204,93000270,398287,B,160000,4000
1205,93000270,398325,B,142000,100
1206,93000270,398366,B,140100,3900
1207,93000270,398555,B,139000,500
1208,93000270,398606,S,138500,3600
1209,93000270,398617,B,142700,9300
1210,93000270,398621,B,144200,10700
1211,93000270,398634,S,139900,1000
1212,93000270,398737,B,138800,400
1213,93000270,398791,B,137100,1900
1214,93000270,398918,B,138800,100
1215,93000270,398966,B,138000,200
1216,93000270,398967,B,140200,1000
1217,93000270,398987,B,142700,2300
1218,93000270,399086,B,140100,100
1219,93000270,399092,B,140800,800
1220,93000270,399105,S,139900,500
1221,93000270,399121,B,140000,500
1222,93000270,399122,B,136000,100
1223,93000270,399186,S,140000,100
1224,93000270,399191,B,140000,500
1225,93000270,399213,B,138000,800
1226,93000280,239442,C,149800,1000
1227,93000280,296631,C,141000,1500
1228,93000280,399257,B,126300,100
1229,93000280,399326,B,139800,500
1230,93000280,399369,B,140400,8000
1231,93000280,399420,S,158500,200
1232,93000280,399427,B,141000,100
1233,93000280,399450,B,150000,1300
1234,93000280,399452,B,140400,1000
1235,93000280,399478,B,142700,200
1236,93000280,399510,B,131300,1000
1237,93000280,399543,B,140000,100
1238,93000280,399580,B,121100,500
1239,93000280,399626,S,139600,700
1240,93000280,399805,B,140400,500
1241,93000280,399823,B,140100,10800
1242,93000280,399843,S,108800,1000
1243,93000280,399843,C,108800,1000
1244,93000280,399871,B,140100,3000
1245,93000280,399874,B,125100,100
1246,93000280,399897,B,140100,800
1247,93000280,399916,S,139800,200
1248,93000280,399958,B,140000,700
1249,93000280,399966,B,135800,2000
1250,93000280,400027,B,139100,1000
1251,93000280,400137,B,140700,100
1252,93000280,400142,B,139900,1000
1253,93000280,400144,B,139100,1000
1254,93000280,400237,B,140400,2900
1255,93000280,400249,S,163200,100
1256,93000280,400418,B,136100,300
1257,93000280,400425,B,139500,100
1258,93000280,400436,S,139800,2200
1259,93000280,400473,S,139900,1000
1260,93000280,400585,S,150000,100
1261,93000280,400590,B,135000,400
1262,93000280,400621,B,138000,200
1263,93000280,400645,B,137800,1000
1264,93000280,400679,B,140100,5000
1265,93000280,400690,B,140000,500
1266,93000280,400691,B,144200,200
1267,93000280,400698,B,140400,100
1268,93000280,400780,B,140000,100
1269,93000280,400788,B,140000,1000
1270,93000280,400847,B,138500,2500
1271,93000280,400882,B,140500,200
1272,93000280,400899,B,140000,100
1273,93000280,400913,S,139900,200
1274,93000280,400932,B,131600,500
1275,93000280,400985,S,139200,2500
1276,93000290,267777,C,158800,11000
1277,93000290,401005,S,138000,4000
1278,93000290,401018,B,139900,100
1279,93000290,401034,B,140000,4000
1280,93000290,401044,B,138000,1000
1281,93000290,401104,B,140000,2800
1282,93000290,401138,B,140000,7200
1283,93000290,401295,S,139000,1000
1284,93000290,401340,B,139500,400
1285,93000290,401349,B,137600,500
1286,93000290,401365,B,140400,700
1287,93000290,401455,B,140000,5000
1288,93000290,401462,B,140000,300
1289,93000290,401542,B,137500,500
1290,93000290,401571,B,140000,200
1291,93000290,401594,B,142000,1200
1292,93000290,401613,B,140000,300
1293,93000290,401616,B,138800,200
1294,93000290,401656,B,129800,1000
1295,93000290,401721,S,139900,2800
1296,93000290,401756,B,138900,500
1297,93000290,401827,B,140000,300
1298,93000290,401851,B,140400,2400
1299,93000290,401896,S,138800,800
1300,93000290,401954,B,140000,100
1301,93000290,401965,B,135900,100
1302,93000290,401980,B,138000,200
1303,93000290,402001,B,140300,1500
1304,93000290,402078,S,139700,2100
1305,93000290,402149,B,140300,900
1306,93000290,402178,B,142800,400
1307,93000290,402240,B,135000,200
1308,93000290,402245,S,143700,100
1309,93000290,402257,B,138100,300
1310,93000290,402297,S,137900,100
1311,93000290,402303,B,134600,300
1312,93000290,402308,B,142600,200
1313,93000290,402341,B,142700,2900
1314,93000290,402356,S,139300,600
1315,93000290,402379,B,143000,3100
1316,93000290,402383,B,140300,600
1317,93000290,402387,B,141500,2100
1318,93000290,402441,B,138000,1000
1319,93000290,402485,S,139500,300
1320,93000290,402634,S,163200,100
1321,93000290,402635,S,159900,800
1322,93000300,269335,C,142800,3000
1323,93000300,269357,C,142000,500
1324,93000300,402669,S,139900,200
1325,93000300,402705,B,141400,5500
1326,93000300,402757,B,140100,3800
1327,93000300,402850,B,163200,2500
1328,93000300,402881,B,140600,4500
1329,93000300,402935,B,140000,1000
1330,93000300,402964,B,140000,800
