fips,cases,deaths,date
01001,5.122248653978053,3.2121876044039577,2022-01-26
01003,5.701680213660504,3.7839035792727347,2022-01-26
01005,4.703635237583896,2.9190780923760737,2022-01-26
01007,4.763053440299615,2.9777236052888476,2022-01-26
01009,5.127978988916909,3.3096301674258983,2022-01-26
01011,4.332236415491443,2.662757831681574,2022-01-26
01013,4.655042341331201,3.02530586526477,2022-01-26
01015,5.4551342931960995,3.7355988996981795,2022-01-26
01017,4.896636430529584,3.1673173347481756,2022-01-26
01019,4.656002320682957,2.826074802700826,2022-01-26
01021,4.9735434685324895,3.252853030979893,2022-01-26
01023,4.204933522354144,2.4913616938342726,2022-01-26
01025,4.807196660710947,2.9493900066449124,2022-01-26
01027,4.558708570533166,2.851258348719075,2022-01-26
01029,4.494988973683168,2.7923916894982534,2022-01-26
01031,5.086146190685901,3.3031960574204886,2022-01-26
01033,5.153052275067108,3.3364597338485296,2022-01-26
01035,4.416973172603036,2.7993405494535812,2022-01-26
01037,4.4151403521958725,2.6901960800285134,2022-01-26
01039,4.93343666782628,3.3074960379132126,2022-01-26
01041,4.5293019977879805,2.9084850188786495,2022-01-26
01043,5.333245698961962,3.503790683057181,2022-01-26
01045,5.055913223916148,3.301029995663981,2022-01-26
01047,4.864154956002025,3.3384564936046046,2022-01-26
01049,5.223236273102997,3.4578818967339924,2022-01-26
01051,5.310438394815848,3.4800069429571505,2022-01-26
01053,4.963740618857884,3.1789769472931693,2022-01-26
01055,5.409493536867576,3.727541257028556,2022-01-26
01057,4.619197715792947,2.9344984512435675,2022-01-26
01059,4.9327273673015295,3.064457989226918,2022-01-26
01061,4.744449457446798,3.1492191126553797,2022-01-26
01063,4.221414237842339,2.672097857935717,2022-01-26
01065,4.625929492716295,2.9731278535996983,2022-01-26
01067,4.6037937041369625,2.826074802700826,2022-01-26
01069,5.353877779064842,3.6473829701146196,2022-01-26
01071,5.11710550276125,3.3159703454569174,2022-01-26
01073,6.221338588371321,4.30984300471607,2022-01-26
01075,4.508125536083199,2.7781512503836434,2022-01-26
01077,5.324817275453828,3.517195897949974,2022-01-26
01079,4.8226910107760546,3.1461280356782377,2022-01-26
01081,5.539465032358341,3.4393326938302624,2022-01-26
01083,5.343822010762161,3.3729120029701067,2022-01-26
01085,4.375663613960885,2.832508912706236,2022-01-26
01087,4.539828558377898,2.838849090737255,2022-01-26
01089,5.88867923485859,3.90036712865647,2022-01-26
01091,4.640680153277664,2.968482948553935,2022-01-26
01093,4.852723910791205,3.1271047983648073,2022-01-26
01095,5.383042999305744,3.5250448070368448,2022-01-26
01097,6.013351327352918,4.154728207440155,2022-01-26
01099,4.674034000431254,2.826074802700826,2022-01-26
01101,5.6877340210725595,3.9074113607745855,2022-01-26
01103,5.502003544656639,3.6414741105040993,2022-01-26
01105,4.265525335219074,2.6020599913279625,2022-01-26
01107,4.673113104238233,2.963787827345555,2022-01-26
01109,4.821513528404772,3.0606978403536114,2022-01-26
01111,4.666143427291558,2.838849090737255,2022-01-26
01113,4.956984367742759,2.838849090737255,2022-01-26
01117,5.726148307266849,3.5954962218255737,2022-01-26
01115,5.3600250891893975,3.5705429398818973,2022-01-26
01119,4.325720858019412,2.6232492903979003,2022-01-26
01121,5.290791183382758,3.4996870826184034,2022-01-26
01123,5.012373167222489,3.320146286111054,2022-01-26
01125,5.694894632121158,3.8286598965353194,2022-01-26
01127,5.198794500175598,3.5932860670204567,2022-01-26
01129,4.518908573691414,2.716003343634799,2022-01-26
01131,4.3996737214810375,2.57978359661681,2022-01-26
01133,4.800923181813218,3.0569048513364723,2022-01-26
02013,3.786041210242554,1.4771212547196624,2022-01-26
02016,4.183839037056421,1.0,2022-01-26
02020,5.946624180155043,3.6570558528571038,2022-01-26
